  1.466012059e+00  -8.961741728e-01
  1.420978860e+00  -8.932071741e-01
  1.391663917e+00  -8.546760110e-01
  1.373552390e+00  -8.155657901e-01
  1.355208295e+00  -7.716796875e-01
  1.337982537e+00  -7.281932505e-01
  1.319959127e+00  -6.817670037e-01
  1.302182504e+00  -6.333524816e-01
  1.285393422e+00  -5.849379596e-01
  1.270079484e+00  -5.365234375e-01
  1.256337219e+00  -4.881089154e-01
  1.243129596e+00  -4.345628703e-01
  1.231415732e+00  -3.774471507e-01
  1.223347381e+00  -3.290326287e-01
  1.215161352e+00  -2.667853860e-01
  1.209742808e+00  -2.114545037e-01
  1.205317523e+00  -1.492072610e-01
  1.202265972e+00  -8.004365809e-02
  1.201212911e+00  -2.471277574e-02
  1.201598390e+00   4.445082721e-02
  1.203248700e+00   9.978170956e-02
  1.206980104e+00   1.689453125e-01
  1.211890828e+00   2.311925551e-01
  1.217771044e+00   2.865234375e-01
  1.225344669e+00   3.419590255e-01
  1.234907682e+00   3.971852022e-01
  1.247010068e+00   4.525160846e-01
  1.260226579e+00   5.009306066e-01
  1.276988701e+00   5.493451287e-01
  1.296484375e+00   5.914485399e-01
  1.320197610e+00   6.275751886e-01
  1.355369883e+00   6.600068934e-01
  1.391337316e+00   6.779953725e-01
  1.438763787e+00   6.898729390e-01
  1.498046875e+00   6.930396071e-01
  1.551401654e+00   6.886794828e-01
  1.604756434e+00   6.814507356e-01
  1.647421688e+00   6.738396140e-01
  1.699609375e+00   6.612852613e-01
  1.747035846e+00   6.477139519e-01
  1.788534007e+00   6.333758511e-01
  1.830032169e+00   6.174263564e-01
  1.871530331e+00   5.992727717e-01
  1.913028493e+00   5.788584139e-01
  1.954176327e+00   5.562614890e-01
  1.988282918e+00   5.355124081e-01
  2.025666360e+00   5.107888082e-01
  2.058527874e+00   4.870978860e-01
  2.093006258e+00   4.594324449e-01
  2.125084916e+00   4.317670037e-01
  2.156089154e+00   4.013030040e-01
  2.185730699e+00   3.681554552e-01
  2.212380917e+00   3.349379596e-01
  2.239085478e+00   2.967352183e-01
  2.262798713e+00   2.594523228e-01
  2.284842950e+00   2.173598346e-01
  2.304296875e+00   1.690910215e-01
  2.318200854e+00   1.274471507e-01
  2.330800395e+00   7.211626838e-02
  2.336386266e+00   1.678538603e-02
  2.335745376e+00  -5.237821691e-02
  2.328010110e+00  -1.128838893e-01
  2.316153493e+00  -1.611618376e-01
  2.299020534e+00  -2.114545037e-01
  2.281752498e+00  -2.529526654e-01
  2.260847423e+00  -2.944508272e-01
  2.236846656e+00  -3.359489890e-01
  2.213211311e+00  -3.705307904e-01
  2.185730699e+00  -4.070899750e-01
  2.159224509e+00  -4.396943934e-01
  2.127823630e+00  -4.742761949e-01
  2.100691520e+00  -5.019416360e-01
  2.067164522e+00  -5.337459588e-01
  2.032972678e+00  -5.641888787e-01
  2.001953125e+00  -5.902889289e-01
  1.966383272e+00  -6.176424242e-01
  1.936232102e+00  -6.402688419e-01
  1.896303972e+00  -6.679342831e-01
  1.859673713e+00  -6.919048747e-01
  1.824103860e+00  -7.141922051e-01
  1.786031345e+00  -7.370978860e-01
  1.749692421e+00  -7.578469669e-01
  1.711465993e+00  -7.789758203e-01
  1.669967831e+00  -8.012844103e-01
  1.633174288e+00  -8.200942096e-01
  1.591419593e+00  -8.408432904e-01
  1.551401654e+00  -8.605985981e-01
  1.509903493e+00  -8.799002528e-01
  1.466012059e+00  -8.961741728e-01
